Employee_ID,Type,Department,Area,Region_Lat,Region_Long,Legal_Entity,Product,Title,Gender,Marital_Status,prev_emplr_tenure,Home_Work_Match,Age,Quart_Tenure,Type,Department,Area,Region_Lat,Region_Long,Legal_Entity,Product,Title,Gender,Marital_Status,prev_emplr_tenure,Home_Work_Match,Age,Quart_Tenure
805379,Terminated,Dept-2,Area-11,31.86118,117.2849,Entity-1,Product-12,Grade-7,F,Single,2.66,1,29.37713895,2.866666667,,,,,,,,,,,,,,
805384,Terminated,Dept-4,Area-18,38.03706,114.4687,Entity-3,Product-20,Grade-7,M,Marr.,4.58,,32.63244353,1.944444444,,,,,,,,,,,,,,
805389,Existing,Dept-4,Area-15,26.10078,119.2951,Entity-3,Product-20,Grade-7,M,Single,0.31,1,23.45790554,3.6,Existing,Dept-4,Area-15,26.10078,119.2951,Entity-3,Product-20,Grade-7,M,Single,0.31,1,23.70978782,4.622222222
805390,Existing,Dept-4,Area-15,26.10078,119.2951,Entity-3,Product-20,Grade-7,M,Single,0.46,1,23.90143737,3.566666667,Existing,Dept-4,Area-15,26.10078,119.2951,Entity-3,Product-20,Grade-7,M,Single,0.46,1,24.15331964,4.588888889
805394,Existing,Dept-1,Area-8,28.6757,115.9092,Entity-3,Product-8,Grade-7,M,Marr.,0.75,1,29.87268994,3.544444444,Existing,Dept-1,Area-8,28.6757,115.9092,Entity-3,Product-8,Grade-7,M,Marr.,0.75,1,30.12457221,4.566666667
805397,Terminated,Dept-2,Area-12,39.08416,117.201,Entity-1,Product-12,Grade-7,M,Single,2.98,1,29.60985626,2.8,,,,,,,,,,,,,,
805398,Terminated,Dept-3,Other,39.90421,116.4074,,Product-21,Grade-7,,Marr.,3,0,28.78850103,1.177777778,,,,,,,,,,,,,,
805408,Terminated,Dept-4,Area-19,25.04581,102.71,Entity-3,Product-20,Grade-7,,Marr.,3.04,1,29.31143053,1.822222222,,,,,,,,,,,,,,
805413,Existing,Dept-1,Area-8,26.10078,119.2951,Entity-3,Product-6,Grade-7,M,Single,0.19,1,22.63655031,3.488888889,Terminated,Dept-1,Area-8,26.10078,119.2951,Entity-3,Product-6,Grade-7,M,Single,0.19,1,22.7652293,4.011111111
805422,Existing,Dept-1,Other,39.90421,116.4074,Entity-4,Product-13,Grade-7,M,Single,0.12,,25.53045859,3.488888889,Terminated,Dept-1,Other,39.90421,116.4074,Entity-4,Product-13,Grade-7,M,Single,0.12,0,25.65366188,3.988888889
805432,Terminated,Dept-2,Area-14,43.79303,87.6277,Entity-1,Product-2,Grade-7,F,Single,1,1,35.68240931,3.411111111,,,,,,,,,,,,,,
805435,Existing,Dept-2,Area-12,39.90421,116.4074,Entity-1,Product-15,Grade-7,M,Marr.,2.07,0,31.18959617,3.411111111,Existing,Dept-2,Area-12,39.90421,116.4074,Entity-1,Product-15,Grade-7,M,Marr.,2.07,0,31.44147844,4.433333333
805437,Existing,Dept-1,Area-4,32.06171,118.7632,Entity-3,Product-8,Grade-7,F,Single,1.1,,25.07049966,3.477777778,Terminated,Dept-1,Area-4,32.06171,118.7632,Entity-3,Product-8,Grade-7,F,Single,1.1,0,25.27310062,4.3
805442,Existing,Dept-4,Area-15,26.10078,119.2951,Entity-3,Product-20,Grade-7,M,Single,1.36,1,25.15537303,3.466666667,Existing,Dept-4,Area-15,26.10078,119.2951,Entity-3,Product-20,Grade-7,M,Single,1.36,1,25.4072553,4.488888889
805455,Existing,Dept-2,Area-11,30.26744,120.1528,Entity-1,Product-16,Grade-7,F,Marr.,1.93,0,26.0862423,3.388888889,Existing,Dept-2,Area-11,30.26744,120.1528,Entity-1,Product-16,Grade-7,F,Marr.,1.93,0,26.33812457,4.411111111
805458,Existing,Dept-2,Area-10,30.5465,114.3419,Entity-1,Product-12,Grade-7,F,Single,0.41,1,24.82135524,3.4,Terminated,Dept-2,Area-10,30.5465,114.3419,Entity-1,Product-12,Grade-7,F,Single,0.41,1,24.88980151,3.677777778
805460,Existing,Dept-2,Area-11,31.23042,121.4737,Entity-3,Product-15,Grade-7,F,Marr.,1.53,0,33.76317591,3.388888889,Existing,Dept-2,Area-11,31.23042,121.4737,Entity-3,Product-15,Grade-7,F,Marr.,1.53,0,34.01505818,4.411111111
805462,Existing,Dept-2,Area-12,39.08416,117.201,Entity-1,Product-15,Grade-7,M,Single,1.11,1,25.13347023,3.355555556,Terminated,Dept-2,Area-12,39.08416,117.201,Entity-1,Product-15,Grade-7,M,Single,1.11,1,25.3853525,4.377777778
805464,Terminated,Dept-4,Area-16,26.10078,119.2951,Entity-3,Product-20,Grade-7,M,Single,0.92,0,25.39904175,2.388888889,,,,,,,,,,,,,,
805465,Terminated,Dept-2,Area-12,39.90421,116.4074,,Product-2,Grade-7,,Single,0.96,0,24.11225188,0.966666667,,,,,,,,,,,,,,
805471,Terminated,Dept-1,Other,23.13219,113.2665,Entity-1,Other,Grade-7,F,Single,0.18,1,23.11293634,1.444444444,,,,,,,,,,,,,,
805480,Existing,Dept-1,Area-3,30.26744,120.1528,Entity-4,Product-7,Grade-7,F,Single,1.53,1,26.66666667,3.333333333,Existing,Dept-1,Area-3,30.26744,120.1528,Entity-4,Product-7,Grade-7,F,Single,1.53,1,26.91854894,4.355555556
805487,Existing,Dept-1,Other,43.79303,87.6277,Entity-3,Product-8,Grade-7,F,Single,0.84,0,25.94934976,3.388888889,Existing,Dept-1,Other,43.79303,87.6277,Entity-3,Product-8,Grade-7,F,Single,0.84,0,26.20123203,4.411111111
805491,Terminated,Dept-1,Area-3,30.26744,120.1528,Entity-4,Product-7,Grade-7,M,,0.51,0,24.92265572,3.144444444,,,,,,,,,,,,,,
805501,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-6,Grade-7,F,Single,0.5,,23.78918549,3.355555556,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-6,Grade-7,F,Single,0.5,0,24.04106776,4.377777778
805503,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Product-13,Grade-7,M,Marr.,3.5,0,31.57289528,3.3,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Product-13,Grade-7,M,Marr.,3.5,0,31.82477755,4.322222222
805505,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-4,Product-7,Grade-7,M,Single,0,0,22.69404517,3.355555556,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-4,Product-7,Grade-7,M,Single,0,0,22.94592745,4.377777778
805510,Existing,Dept-4,Area-16,30.26744,120.1528,Entity-3,Product-14,Grade-7,M,,2,1,25.67830253,3.333333333,Existing,Dept-4,Area-16,30.26744,120.1528,Entity-3,Product-14,Grade-7,M,0,2,1,25.9301848,4.355555556
805514,Terminated,Dept-1,Other,31.23042,121.4737,Entity-3,Product-13,Grade-7,M,Single,0.17,0,23.21149897,2.922222222,,,,,,,,,,,,,,
805516,Existing,Dept-1,Area-5,38.03706,114.4687,Entity-3,Product-6,Grade-7,M,Marr.,3.44,,27.61122519,3.255555556,Terminated,Dept-1,Area-5,38.03706,114.4687,Entity-3,Product-6,Grade-7,M,Marr.,3.44,0,27.72073922,3.7
805518,Existing,Dept-4,Area-16,30.26744,120.1528,Entity-3,Product-17,Grade-7,M,,1.41,0,25.52224504,3.3,Existing,Dept-4,Area-16,30.26744,120.1528,Entity-3,Product-17,Grade-7,M,0,1.41,0,25.77412731,4.322222222
805522,Terminated,Dept-1,Area-4,32.06171,118.7632,Entity-3,Product-8,Grade-7,M,Single,1.84,,25.18548939,2.3,,,,,,,,,,,,,,
805527,Existing,Dept-1,Area-1,39.90421,116.4074,Entity-3,Product-3,Grade-7,M,Single,3.29,0,24.6954141,3.222222222,Existing,Dept-1,Area-1,39.90421,116.4074,Entity-3,Product-3,Grade-7,M,Single,3.29,0,24.94729637,4.244444444
805528,Existing,Dept-2,Other,45.74237,126.6617,Entity-1,Product-15,Grade-7,F,Marr.,0.59,,32.8569473,3.566666667,Existing,Dept-2,Other,45.74237,126.6617,Entity-1,Product-15,Grade-7,F,Marr.,0.59,0,33.10882957,4.588888889
805539,Existing,Dept-1,Area-6,36.66853,117.0204,Entity-3,Product-6,Grade-7,M,Single,0.89,0,25.28131417,3.222222222,Existing,Dept-1,Area-6,36.66853,117.0204,Entity-3,Product-6,Grade-7,M,Single,0.89,0,25.53319644,4.244444444
805542,Terminated,Dept-1,Area-4,32.06171,118.7632,Entity-4,Product-13,Grade-7,F,Single,1.2,,26.99247091,2.222222222,,,,,,,,,,,,,,
805547,Existing,Dept-2,Area-14,36.05956,103.8264,Entity-1,Product-16,Grade-7,M,Single,0.32,,27.71800137,3.177777778,Existing,Dept-2,Area-14,36.05956,103.8264,Entity-1,Product-16,Grade-7,M,Single,0.32,0,27.96988364,4.2
805557,Existing,Dept-1,Area-5,45.74237,126.6617,Entity-4,Product-7,Grade-7,F,,1.18,,26.32991102,3.155555556,Terminated,Dept-1,Area-5,45.74237,126.6617,Entity-4,Product-7,Grade-7,F,0,1.18,0,26.4202601,3.522222222
805559,Terminated,Dept-1,Area-9,30.65165,104.0759,Entity-3,Product-8,Grade-7,F,Single,0.23,1,23.49897331,1.266666667,,,,,,,,,,,,,,
805562,Existing,Dept-2,Area-13,28.6757,115.9092,Entity-1,Product-15,Grade-7,,Marr.,1.2,1,,3.144444444,Existing,Dept-2,Area-13,28.6757,115.9092,Entity-1,Product-15,Grade-7,0,Marr.,1.2,1,0,4.166666667
805564,Existing,Dept-1,Area-6,36.66853,117.0204,Entity-4,Product-13,Grade-7,F,Single,0.48,,26.75701574,3.144444444,Existing,Dept-1,Area-6,36.66853,117.0204,Entity-4,Product-13,Grade-7,F,Single,0.48,0,27.00889802,4.166666667
805567,Existing,Dept-4,Area-15,26.10078,119.2951,Entity-3,Product-20,Grade-7,M,Single,1.22,0,24.32854209,3.155555556,Existing,Dept-4,Area-15,26.10078,119.2951,Entity-3,Product-20,Grade-7,M,Single,1.22,0,24.58042437,4.177777778
805570,Existing,Dept-4,Area-17,34.76552,113.7536,Entity-3,Product-20,Grade-7,M,Single,1,1,29.61806982,3.133333333,Existing,Dept-4,Area-17,34.76552,113.7536,Entity-3,Product-20,Grade-7,M,Single,1,1,29.86995209,4.155555556
805581,Existing,Dept-2,Area-13,22.81548,108.3275,Entity-1,Product-16,Grade-7,M,Single,1.9,0,26.2587269,3.1,Existing,Dept-2,Area-13,22.81548,108.3275,Entity-1,Product-16,Grade-7,M,Single,1.9,0,26.51060917,4.122222222
805582,Terminated,Dept-3,Other,23.13219,113.2665,Entity-4,Product-1,Grade-7,M,Single,2.43,,27.321013,2.266666667,,,,,,,,,,,,,,
805586,Existing,Dept-4,Area-16,30.26744,120.1528,Entity-3,Product-17,Grade-7,M,Single,0.2,,31.34291581,3.144444444,Existing,Dept-4,Area-16,30.26744,120.1528,Entity-3,Product-17,Grade-7,M,Single,0.2,0,31.59479808,4.166666667
805595,Terminated,Dept-2,Area-12,39.90421,116.4074,Entity-1,Product-12,Grade-7,M,Marr.,2.73,0,30.89117043,2.788888889,,,,,,,,,,,,,,
805602,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Product-13,Grade-7,M,Marr.,0.95,1,26.21765914,3.044444444,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Product-13,Grade-7,M,Marr.,0.95,1,26.46954141,4.066666667
805604,Existing,Dept-3,Other,32.06171,118.7632,Entity-4,Product-21,Grade-7,F,Single,2.94,,24.7063655,3.055555556,Existing,Dept-3,Other,32.06171,118.7632,Entity-4,Product-21,Grade-7,F,Single,2.94,0,24.95824778,4.077777778
805607,Existing,Dept-1,Area-1,39.90421,116.4074,Entity-4,Product-13,Grade-7,M,Single,0.19,0,24.5229295,3.177777778,Existing,Dept-1,Area-1,39.90421,116.4074,Entity-4,Product-13,Grade-7,M,Single,0.19,0,24.77481177,4.2
805609,Existing,Dept-2,Other,45.74237,126.6617,Entity-1,Product-16,Grade-7,M,,1.82,,29.2183436,3.155555556,Existing,Dept-2,Other,45.74237,126.6617,Entity-1,Product-16,Grade-7,M,0,1.82,0,29.47022587,4.177777778
805624,Existing,Dept-3,Other,36.66853,117.0204,Entity-4,Product-1,Grade-7,M,Marr.,2.83,1,29.54688569,3.022222222,Existing,Dept-3,Other,36.66853,117.0204,Entity-4,Product-1,Grade-7,M,Marr.,2.83,1,29.79876797,4.044444444
805628,Existing,Dept-1,Area-8,28.11245,112.9838,Entity-4,Product-7,Grade-7,M,Single,0.78,1,24.06297057,3.022222222,Existing,Dept-1,Area-8,28.11245,112.9838,Entity-4,Product-7,Grade-7,M,Single,0.78,1,24.31485284,4.044444444
805653,Existing,Dept-2,Area-10,30.5465,114.3419,Entity-1,Product-15,Grade-7,F,Single,1.12,1,26.02874743,2.9,Terminated,Dept-2,Area-10,30.5465,114.3419,Entity-1,Product-15,Grade-7,F,Single,1.12,1,26.11362081,3.244444444
805664,Existing,Dept-2,Area-14,30.65165,104.0759,Entity-1,Product-16,Grade-7,M,Single,0.76,1,24.93908282,2.922222222,Existing,Dept-2,Area-14,30.65165,104.0759,Entity-1,Product-16,Grade-7,M,Single,0.76,1,25.19096509,3.944444444
805679,Terminated,Dept-2,Other,36.66853,117.0204,,Product-2,Grade-7,,Single,0,,26.4202601,0.288888889,,,,,,,,,,,,,,
196637,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Other,Grade-6,M,Single,3.68,,26.58453114,2.222222222,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Other,Grade-6,M,Single,3.68,0,26.83641342,3.244444444
202212,Existing,Dept-1,Other,28.11245,112.9838,Entity-3,Other,Grade-6,F,Marr.,1.27,1,27.72895277,0.922222222,Existing,Dept-1,Other,28.11245,112.9838,Entity-3,Other,Grade-6,F,Marr.,1.27,1,27.98083504,1.944444444
202360,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Other,Grade-6,F,Single,3.76,0,29.44010951,0.922222222,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Other,Grade-6,F,Single,3.76,0,29.69199179,1.944444444
202388,Existing,Dept-1,Other,36.66853,117.0204,Entity-3,Other,Grade-6,M,Marr.,0.95,,29.58247775,0.844444444,Existing,Dept-1,Other,36.66853,117.0204,Entity-3,Other,Grade-6,M,Marr.,0.95,0,29.83436003,1.866666667
203677,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Product-6,Grade-6,M,Single,4.16,0,27.44147844,0.533333333,Existing,Dept-1,Other,31.23042,121.4737,Entity-3,Product-6,Grade-6,M,Single,4.16,0,27.69336071,1.555555556
204766,Existing,Dept-1,Other,39.90421,116.4074,Entity-3,Other,Grade-6,F,Marr.,6.79,1,33.77412731,0.3,Existing,Dept-1,Other,39.90421,116.4074,Entity-3,Other,Grade-6,F,Marr.,6.79,1,34.02600958,1.322222222
206645,Existing,Dept-1,Area-2,31.23042,121.4737,Entity-3,Product-5,Grade-6,M,Marr.,0.49,0,32.12320329,-0.011111111,Existing,Dept-1,Area-2,31.23042,121.4737,Entity-3,Product-5,Grade-6,M,Marr.,0.49,0,32.37508556,1.011111111
23029,Existing,Dept-1,Area-3,30.26744,120.1528,Entity-4,Product-13,Grade-7,M,Single,0,,49.5797399,64.23333333,Existing,Dept-1,Area-3,30.26744,120.1528,Entity-4,Product-13,Grade-7,M,Single,0,0,49.83162218,65.25555556
500053,Existing,Dept-1,Area-8,26.10078,119.2951,Entity-3,Product-8,Grade-7,M,Single,3.67,1,51.3100616,46.08888889,Existing,Dept-1,Area-8,26.10078,119.2951,Entity-3,Product-8,Grade-7,M,Single,3.67,1,51.56194387,47.11111111
500626,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-6,Grade-7,F,Single,1,,34.06433949,38.48888889,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-6,Grade-7,F,Single,1,0,34.31622177,39.51111111
500640,Existing,Dept-1,Other,23.13219,113.2665,Entity-1,Product-19,Grade-7,M,Single,6.59,,39.38945927,38.17777778,Existing,Dept-1,Other,23.13219,113.2665,Entity-1,Product-19,Grade-7,M,Single,6.59,0,39.64134155,39.2
500777,Existing,Dept-1,Other,39.08416,117.201,Entity-4,Product-4,Grade-7,F,Single,0.17,0,31.50992471,35.67777778,Existing,Dept-1,Other,39.08416,117.201,Entity-4,Product-4,Grade-7,F,Single,0.17,0,31.76180698,36.7
500846,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-6,Grade-7,M,Single,0.67,,41.47570157,34.98888889,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-6,Grade-7,M,Single,0.67,0,41.72758385,36.01111111
500853,Existing,Dept-1,Area-1,39.90421,116.4074,Entity-4,Product-13,Grade-7,F,Single,0.5,0,30.71594798,34.81111111,Existing,Dept-1,Area-1,39.90421,116.4074,Entity-4,Product-13,Grade-7,F,Single,0.5,0,30.96783025,35.83333333
500886,Existing,Dept-1,Other,36.66853,117.0204,Entity-1,Product-19,Grade-7,M,Single,2.09,0,40.05201916,34.81111111,Existing,Dept-1,Other,36.66853,117.0204,Entity-1,Product-19,Grade-7,M,Single,2.09,0,40.30390144,35.83333333
500921,Existing,Dept-1,Other,39.08416,117.201,Entity-1,Product-9,Grade-7,F,Single,0.67,1,36.98288843,34.75555556,Existing,Dept-1,Other,39.08416,117.201,Entity-1,Product-9,Grade-7,F,Single,0.67,1,37.2347707,35.77777778
501271,Existing,Dept-1,Other,23.13219,113.2665,Entity-1,Product-19,Grade-7,M,Single,1.59,0,34.36824093,33.25555556,Existing,Dept-1,Other,23.13219,113.2665,Entity-1,Product-19,Grade-7,M,Single,1.59,0,34.6201232,34.27777778
501387,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-3,Grade-7,M,Single,1.17,,31.67419576,32.4,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-3,Grade-7,M,Single,1.17,0,31.92607803,33.42222222
501640,Existing,Dept-1,Other,43.79303,87.6277,Entity-3,Product-4,Grade-7,M,Single,0.17,1,32.03285421,31.35555556,Existing,Dept-1,Other,43.79303,87.6277,Entity-3,Product-4,Grade-7,M,Single,0.17,1,32.28473648,32.37777778
501732,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-6,Grade-7,F,Single,1.25,0,32.5229295,30.78888889,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-6,Grade-7,F,Single,1.25,0,32.77481177,31.81111111
502022,Existing,Dept-1,Area-2,30.26744,120.1528,Entity-1,Product-9,Grade-7,M,Single,0.67,,31.37850787,29.41111111,Existing,Dept-1,Area-2,30.26744,120.1528,Entity-1,Product-9,Grade-7,M,Single,0.67,0,31.63039014,30.43333333
502064,Existing,Dept-1,Other,38.03706,114.4687,Entity-4,Other,Grade-7,F,Single,1.75,0,34.4476386,28.73333333,Existing,Dept-1,Other,38.03706,114.4687,Entity-4,Other,Grade-7,F,Single,1.75,0,34.69952088,29.75555556
502220,Existing,Dept-1,Area-6,36.66853,117.0204,Entity-4,Product-7,Grade-7,F,Marr.,1,1,37.26762491,26.35555556,Existing,Dept-1,Area-6,36.66853,117.0204,Entity-4,Product-7,Grade-7,F,Marr.,1,1,37.51950719,27.37777778
502305,Existing,Dept-1,Other,43.79303,87.6277,Entity-4,Product-8,Grade-7,F,Single,2.92,,38.59000684,25.35555556,Existing,Dept-1,Other,43.79303,87.6277,Entity-4,Product-8,Grade-7,F,Single,2.92,0,38.84188912,26.37777778
502353,Existing,Dept-1,Area-1,39.90421,116.4074,Entity-4,Product-6,Grade-7,F,Single,0.58,0,29.94387406,24.67777778,Existing,Dept-1,Area-1,39.90421,116.4074,Entity-4,Product-6,Grade-7,F,Single,0.58,0,30.19575633,25.7
502400,Existing,Dept-1,Area-3,30.26744,120.1528,Entity-4,Product-7,Grade-7,F,Single,4,,30.7652293,24,Existing,Dept-1,Area-3,30.26744,120.1528,Entity-4,Product-7,Grade-7,F,Single,4,0,31.01711157,25.02222222
502497,Existing,Dept-1,Area-6,34.76552,113.7536,Entity-4,Product-3,Grade-7,F,Marr.,0.83,1,31.18412047,22.3,Existing,Dept-1,Area-6,34.76552,113.7536,Entity-4,Product-3,Grade-7,F,Marr.,0.83,1,31.43600274,23.32222222
502508,Existing,Dept-1,Other,39.08416,117.201,Entity-4,Product-13,Grade-7,F,Single,2.51,1,29.04859685,22.3,Existing,Dept-1,Other,39.08416,117.201,Entity-4,Product-13,Grade-7,F,Single,2.51,1,29.30047912,23.32222222
502535,Existing,Dept-1,Other,31.23042,121.4737,Entity-4,Product-13,Grade-7,F,Marr.,5,,40.30390144,21.95555556,Existing,Dept-1,Other,31.23042,121.4737,Entity-4,Product-13,Grade-7,F,Marr.,5,0,40.55578371,22.97777778
502566,Existing,Dept-1,Area-3,30.26744,120.1528,Entity-4,Product-7,Grade-7,M,Marr.,1.75,0,32.37234771,20.95555556,Existing,Dept-1,Area-3,30.26744,120.1528,Entity-4,Product-7,Grade-7,M,Marr.,1.75,0,32.62422998,21.97777778
502632,Existing,Dept-1,Area-7,20.01738,110.3492,Entity-4,Product-7,Grade-7,F,Single,0.17,0,32.3340178,19.25555556,Existing,Dept-1,Area-7,20.01738,110.3492,Entity-4,Product-7,Grade-7,F,Single,0.17,0,32.58590007,20.27777778
502634,Existing,Dept-1,Area-4,32.06171,118.7632,Entity-4,Product-7,Grade-7,F,Marr.,1.78,0,26.84462697,19.25555556,Existing,Dept-1,Area-4,32.06171,118.7632,Entity-4,Product-7,Grade-7,F,Marr.,1.78,0,27.09650924,20.27777778
502655,Existing,Dept-1,Other,34.26547,108.9542,Entity-4,Product-8,Grade-7,F,Marr.,2.5,0,30.770705,19.25555556,Existing,Dept-1,Other,34.26547,108.9542,Entity-4,Product-8,Grade-7,F,Marr.,2.5,0,31.02258727,20.27777778
502667,Existing,Dept-1,Area-8,26.10078,119.2951,Entity-4,Product-7,Grade-7,M,Single,1.59,1,29.68104038,18.91111111,Existing,Dept-1,Area-8,26.10078,119.2951,Entity-4,Product-7,Grade-7,M,Single,1.59,1,29.93292266,19.93333333
502727,Existing,Dept-1,Area-1,39.90421,116.4074,Entity-3,Product-3,Grade-7,F,Marr.,3,0,31.22245038,18.57777778,Existing,Dept-1,Area-1,39.90421,116.4074,Entity-3,Product-3,Grade-7,F,Marr.,3,0,31.47433265,19.6
502772,Existing,Dept-1,Other,38.03706,114.4687,Entity-4,Product-3,Grade-7,F,Single,2.34,,30.4312115,17.57777778,Existing,Dept-1,Other,38.03706,114.4687,Entity-4,Product-3,Grade-7,F,Single,2.34,0,30.68309377,18.6
502825,Existing,Dept-1,Area-7,20.01738,110.3492,Entity-4,Product-7,Grade-7,F,Single,5.59,,32.03285421,17.23333333,Existing,Dept-1,Area-7,20.01738,110.3492,Entity-4,Product-7,Grade-7,F,Single,5.59,0,32.28473648,18.25555556
502877,Existing,Dept-1,Area-8,30.5465,114.3419,Entity-4,Product-7,Grade-7,F,Single,6.67,,34.98151951,16.55555556,Existing,Dept-1,Area-8,30.5465,114.3419,Entity-4,Product-7,Grade-7,F,Single,6.67,0,35.23340178,17.57777778
502879,Existing,Dept-1,Other,43.79303,87.6277,Entity-3,Product-3,Grade-7,F,Single,0.17,0,27.38945927,16.55555556,Existing,Dept-1,Other,43.79303,87.6277,Entity-3,Product-3,Grade-7,F,Single,0.17,0,27.64134155,17.57777778
502920,Existing,Dept-1,Area-3,30.26744,120.1528,Entity-3,Product-6,Grade-7,F,Single,0,,26.74058864,16.22222222,Existing,Dept-1,Area-3,30.26744,120.1528,Entity-3,Product-6,Grade-7,F,Single,0,0,26.99247091,17.24444444
502922,Existing,Dept-1,Area-3,30.26744,120.1528,Entity-4,Product-7,Grade-7,F,Single,1.49,1,27.2936345,16.22222222,Existing,Dept-1,Area-3,30.26744,120.1528,Entity-4,Product-7,Grade-7,F,Single,1.49,1,27.54551677,17.24444444
502929,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-4,Product-13,Grade-7,F,Single,4,,30.73237509,16.22222222,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-4,Product-13,Grade-7,F,Single,4,0,30.98425736,17.24444444
502945,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-4,Product-3,Grade-7,M,Single,0.67,1,28.30116359,16.22222222,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-4,Product-3,Grade-7,M,Single,0.67,1,28.55304586,17.24444444
603403,Existing,Dept-1,Other,36.66853,117.0204,Entity-1,Product-19,Grade-7,F,Marr.,5.01,,43.30732375,52.8,Existing,Dept-1,Other,36.66853,117.0204,Entity-1,Product-19,Grade-7,F,Marr.,5.01,0,43.55920602,53.82222222
603896,Existing,Dept-1,Area-5,41.83618,123.4314,Entity-4,Product-3,Grade-7,M,Marr.,2.24,,34.54620123,35.22222222,Existing,Dept-1,Area-5,41.83618,123.4314,Entity-4,Product-3,Grade-7,M,Marr.,2.24,0,34.7980835,36.24444444
604249,Existing,Dept-1,Other,23.13219,113.2665,Entity-3,Product-18,Grade-7,M,Single,0,,30.80903491,31.61111111,Existing,Dept-1,Other,23.13219,113.2665,Entity-3,Product-18,Grade-7,M,Single,0,0,31.06091718,32.63333333
604318,Existing,Dept-1,Other,23.13219,113.2665,Entity-3,Product-5,Grade-7,F,Single,3,,32.29568789,31.21111111,Existing,Dept-1,Other,23.13219,113.2665,Entity-3,Product-5,Grade-7,F,Single,3,0,32.54757016,32.23333333
604440,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-3,Grade-7,M,Single,0,,30.7926078,30.75555556,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-3,Product-3,Grade-7,M,Single,0,0,31.04449008,31.77777778
604498,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-4,Product-7,Grade-7,F,Single,2,,35.02258727,30.75555556,Existing,Dept-1,Area-7,23.13219,113.2665,Entity-4,Product-7,Grade-7,F,Single,2,0,35.27446954,31.77777778
604608,Existing,Dept-1,Area-1,39.90421,116.4074,Entity-4,Other,Grade-7,F,Single,0,,28.49828884,29.85555556,Existing,Dept-1,Area-1,39.90421,116.4074,Entity-4,Other,Grade-7,F,Single,0,0,28.75017112,30.87777778
604649,Existing,Dept-1,Other,34.76552,113.7536,Entity-1,Product-19,Grade-7,F,Marr.,0.5,,39.79192334,29.41111111,Existing,Dept-1,Other,34.76552,113.7536,Entity-1,Product-19,Grade-7,F,Marr.,0.5,0,40.04380561,30.43333333
604666,Existing,Dept-1,Other,23.13219,113.2665,Entity-1,Product-19,Grade-7,M,Marr.,1,1,34.34360027,29.41111111,Existing,Dept-1,Other,23.13219,113.2665,Entity-1,Product-19,Grade-7,M,Marr.,1,1,34.59548255,30.43333333
604802,Existing,Dept-1,Area-7,20.01738,110.3492,Entity-3,Product-6,Grade-7,F,Single,1.66,1,30.33264887,27.37777778,Existing,Dept-1,Area-7,20.01738,110.3492,Entity-3,Product-6,Grade-7,F,Single,1.66,1,30.58453114,28.4
604877,Existing,Dept-1,Area-1,39.90421,116.4074,Entity-3,Other,Grade-7,F,Single,1.08,1,31.68240931,26.7,Existing,Dept-1,Area-1,39.90421,116.4074,Entity-3,Other,Grade-7,F,Single,1.08,1,31.93429158,27.72222222
605101,Existing,Dept-1,Other,30.26744,120.1528,Entity-3,Other,Grade-7,F,Single,2.59,0,32.82409309,26.01111111,Existing,Dept-1,Other,30.26744,120.1528,Entity-3,Other,Grade-7,F,Single,2.59,0,33.07597536,27.03333333
605140,Existing,Dept-1,Other,29.56301,106.5516,Entity-1,Other,Grade-7,F,Single,2.71,,31.07734428,25.7,Existing,Dept-1,Other,29.56301,106.5516,Entity-1,Other,Grade-7,F,Single,2.71,0,31.32922656,26.72222222
